CustomerID,BikeBuyer,AvgMonthSpend
14237,1,48.02
13638,1,51.45
19416,1,51.12
12126,1,50.52
23346,0,50.36
21043,0,51.45
17158,1,58.78
18289,1,51.17
16317,0,48.08
20443,1,50.08
24971,0,51.09
23528,1,50.76
28587,1,62.37
22318,1,51.67
19084,0,54.82
14896,1,49.74
19702,0,47.56
25194,0,48.61
25480,1,53.16
21911,0,45.38
22393,0,50.92
15921,1,56.76
24907,0,48.84
11963,0,52
17110,0,52.44
22941,1,49.5
27865,0,48.59
24939,1,55.55
21694,0,55.61
26348,1,53.96
12416,1,55.71
19320,1,51.68
13520,0,52.05
14363,1,54.46
16333,1,49.51
17998,0,53.44
22490,0,52.57
27704,1,51.17
21831,1,54.4
25482,0,59.07
14336,0,46.36
28820,0,50.85
20732,1,53.92
23634,1,56.57
27783,0,52.19
23941,0,48.42
28575,1,54.42
12322,1,47.12
18239,0,51.4
14069,1,53.48
15360,1,50.92
11431,1,61.35
23925,1,52.94
11741,1,54.43
27709,1,55.16
25809,1,50.48
14747,1,57.33
16161,1,53.16
17482,0,46.15
20916,0,52.68
18555,1,56.54
13020,0,48.37
25362,0,49.12
28057,0,46.48
19308,1,52.53
14276,0,49.15
22975,1,50.03
16774,0,47.46
15398,1,55.74
25817,0,46.38
19291,0,48.69
17976,1,48.56
28764,1,54.62
24379,1,58.16
19073,0,50.83
20613,0,48.96
29411,0,51.71
16790,1,48.43
20092,1,56.32
20869,0,52.55
19414,1,51.77
20275,0,45.77
27925,1,57.54
15223,1,51.62
24257,0,52.84
21753,1,51.12
23343,1,56.09
26243,0,53.63
25032,0,48.42
24631,0,50.61
28942,1,50.71
24160,1,52.38
27012,0,51.48
15099,0,46.79
25811,0,53.87
20694,1,51.63
28394,1,47.03
17646,0,49.34
19395,1,54.5
20217,1,49.86
18046,1,47.74
25559,1,53
11344,1,51.54
26903,0,59.43
22494,0,50.57
22260,1,50.61
17159,0,53.99
12006,1,53.62
26558,0,49.61
14306,0,56.3
15810,1,48.97
26998,1,48.36
18791,0,52.37
16585,0,53.6
17569,0,51.7
12125,0,45.72
19543,1,58.01
12855,0,51.09
16663,0,49.84
18539,0,47.21
26397,1,51.04
28530,1,53.22
26142,1,54.11
17771,0,45.54
21819,0,45.69
20309,0,49
21478,1,48.48
28347,0,50.43
16805,1,53.79
13459,0,48.85
14437,1,52.32
25616,1,52.17
22612,1,53.36
12698,1,51.09
26171,0,49.81
24399,1,53.54
23654,0,47.62
16967,0,53.67
11255,1,52.52
22132,1,51.26
20452,1,52.15
14782,1,47.97
24503,1,48.85
11322,1,54.2
14104,0,51.99
13327,1,54.79
19700,1,63.17
23585,1,51.17
28810,1,49.6
15723,1,50.05
18924,0,55.1
19165,1,50.62
23004,1,54.85
28241,0,50.5
18934,0,50.49
20101,0,49.33
24737,0,47.06
29236,0,49.07
24564,1,54.41
16765,1,51.96
17453,1,52.23
11426,1,55.59
23699,0,48.17
16581,1,58.52
24885,1,52.97
13272,0,52.82
22157,0,52.39
19386,1,51.81
11028,0,48.51
24518,0,53.88
26462,0,53.47
23716,0,49.46
16106,1,52.98
14826,1,48.65
12960,0,53.45
18237,1,55.12
27185,0,48.19
28192,0,51.59
27479,1,47.89
25168,0,57.82
19482,1,58.79
27968,1,50.25
24487,0,49.58
19522,0,47.99
24417,0,52.72
26963,1,51.34
12635,1,48.32
15032,1,52.61
16379,0,54.94
23774,1,52.45
27230,1,54.65
29333,0,54.09
21676,0,52.72
21282,0,49.6
12321,0,45.99
13772,0,49.7
22746,1,51.52
20684,0,51.5
25302,1,53.24
13907,0,51.68
28449,1,51.19
16601,0,50.54
16262,1,53.75
29214,1,53.94
17901,1,55.01
17019,0,45.94
14843,1,52.01
26395,1,50.97
25286,1,52.83
13073,1,48.91
13579,1,54.31
16771,1,50.05
13209,1,52.38
12620,1,52.44
25424,1,59.16
20532,1,48.13
11470,0,47.27
11422,1,55.36
18839,1,62.8
28718,1,52.85
11216,1,52.65
25015,0,48.93
28482,1,51.94
13885,1,47.72
22751,0,47.92
12406,1,52.43
11856,1,59.21
16340,0,53.26
27554,1,54.11
13492,1,55.58
23320,0,47.19
20946,0,50.21
16653,1,50.92
23701,1,49.99
20634,1,53.62
23862,1,48.28
27851,1,55.14
24748,0,51.65
18943,0,52.38
16164,1,52.29
14130,1,51.47
28483,0,49.69
18441,1,52.73
19103,1,51.7
29184,0,52.44
15934,0,51.77
17438,1,59.25
16882,0,45.54
28647,0,46.02
17232,1,50.17
11969,1,59.27
13481,1,61.29
25441,1,54.8
21065,1,55.83
17048,0,56.1
11476,1,48.82
21624,0,50.53
13380,1,49.82
14008,0,46.41
12385,1,49.66
24224,0,46.69
18456,1,52.74
28956,0,49.87
17286,1,51.96
14186,0,46.68
17384,1,51.71
19975,1,51.6
17784,0,51.42
11527,1,51.68
23874,0,53.56
21748,0,57.89
22723,1,45.76
16852,0,50.68
12171,1,54.25
23591,1,52.01
20386,0,45.96
13091,1,47.6
22506,1,52.97
11651,1,48.57
20857,1,53.63
11792,1,50
29482,1,61.03
23199,1,52.85
15003,0,45.35
28625,1,53.92
22509,0,50.24
20707,1,54.11
16870,1,48.9
16363,1,50
12717,1,48.34
14024,0,49.62
17145,0,53.65
24892,1,53.85
21538,1,47.9
21506,1,50.51
23516,1,53.94
27053,1,57.75
23885,1,53.51
14530,1,52.11
13758,1,55.84
25942,0,53.36
17776,1,52.52
28236,0,51.99
22686,0,50.52
15684,0,51.42
22999,0,45.87
16829,0,58.15
24718,0,51.73
29302,0,45.6
20431,0,50.74
14886,0,48.82
18219,0,48.49
11672,1,54.02
26546,1,51.16
28319,0,47.23
21792,1,51.33
17012,1,51.83
24766,0,45.04
21435,1,50.57
27084,1,53.09
13900,0,51.68
11871,0,50.51
15545,0,48.69
24149,1,51.97
26238,0,47.79
14085,1,49.32
16920,1,48.4
26783,0,48.42
27951,1,54.39
19425,0,50.34
28992,1,52.36
14354,0,50.4
22064,1,48.17
20811,0,54.76
17663,1,48.99
12737,1,50.62
27147,1,61.59
27850,1,55.41
22342,0,51.47
12750,0,46.86
16915,1,54.25
20387,1,54.49
14869,1,48.52
14345,1,53.42
28243,1,62.59
14756,1,61.9
19379,0,48.87
18795,0,46.15
14194,1,49.58
18837,0,45.67
20317,1,49.9
20037,1,49.14
27930,0,57.68
18740,0,56.97
23536,1,51.52
24440,1,49.43
11031,1,48.58
11610,1,50.14
26805,0,52.14
28890,0,50
26038,0,50.33
25848,1,53.46
12308,1,48.58
13172,1,52.16
21522,1,50.68
24618,0,56.31
14399,0,50.23
19001,1,55.06
12876,1,53.56
18248,1,52.26
26115,0,49.95
15243,1,46.03
11100,0,54.33
20115,1,48.16
22430,1,60.86
17854,0,53.25
29352,1,51.46
26802,0,47.04
27351,1,48.66
21563,1,48.55
26716,1,53.67
27934,0,48.76
25585,1,52.2
13324,0,48.77
22435,0,49.89
12585,1,47.67
24378,0,53.81
18547,0,46.51
25352,0,56.01
25344,1,50.53
26438,0,48.22
24893,0,51.53
15140,1,54.08
21504,1,50.79
14183,0,50.85
25718,1,54.88
24585,0,50.08
27347,0,51.61
26329,1,46.25
13608,1,51.52
27606,0,48.26
25649,0,46.67
15035,1,47.9
13871,1,52.85
14241,1,50.05
21056,0,45.2
17602,1,52.65
11815,0,51.41
16772,1,52.09
18314,1,52.75
25896,1,49.06
24364,0,48.17
27841,0,49.51
19891,1,52.08
12007,1,48.09
27052,0,48.91
23484,0,49.67
23529,0,50.27
27470,1,46.34
17416,1,61.56
27873,0,52.14
14856,0,47.47
26926,1,45.78
26545,0,48.86
13869,1,51.14
12630,1,54.86
26429,1,49.69
12544,1,56.45
21794,1,51.03
11094,0,57.44
16267,0,55.38
22449,1,52.14
15980,0,52.96
25710,0,49.88
24466,0,48.97
15759,1,51.22
17191,1,54.44
27102,0,55.62
27628,0,51.19
27478,0,45.18
15534,1,57.24
15023,1,49.89
14225,1,55.2
11304,1,50.92
20144,1,51.54
15403,0,50.19
28406,1,51.92
17825,1,61.13
21569,0,54.94
13389,1,55.12
16982,0,49.73
11895,1,51.47
16618,0,49.08
25294,0,49.01
25908,1,49.62
25336,1,56.76
12311,1,51.7
28086,0,48.05
14797,0,50.52
23977,0,50.36
26508,1,57.01
21120,0,49.83
26891,1,50.98
13321,0,54.46
19434,1,55.56
20174,0,46.62
17934,0,52.76
24925,1,54.14
24849,0,48.22
25405,0,52.61
16965,0,54.52
23557,0,45.92
22144,1,49.83
17841,1,48.84
11355,1,51.3
18655,1,55.37
20977,1,48.56
23682,0,49.7
17968,1,53.2
13882,0,49.96
25125,1,55.28
12143,0,57.77
18462,0,52
19769,1,47
29165,1,55.76
25961,1,51.69
17798,0,48.56
28709,0,50.82
27358,0,51.75
16389,0,53.01
22230,1,51.43
25699,1,52.77
16550,1,60.93
19309,1,51.03
15715,0,51.35
27419,0,50.2
23561,1,47.98
28939,0,50.39
15591,1,50.77
21674,0,46.41
11577,1,49.14
27661,1,50.67
23545,0,51.52
13537,0,52.67
25918,1,51.16
18526,1,55.96
17393,0,54.45
19749,0,52.9
16114,1,60.74
27743,0,49.72
14623,1,49.78
25518,0,53.03
22530,1,50.84
28284,1,51.33
14610,0,52.89
18781,1,54.12
20398,0,48.31
17635,1,50.08
23929,1,48.72
17767,1,48.15
17967,1,53.93
20851,1,48.86
18336,1,53.4
11192,1,51.24
29021,0,56.56
20207,1,54.41
21556,0,53.2
15579,0,47.17
13056,0,49.24
18925,0,49.34
26240,0,49.73
11497,1,53.09
23986,1,52.5
20137,1,56.03
26367,0,57.22
18233,0,54.67
18282,1,52.45
25910,1,47.69
15423,0,50.73
18748,1,50.18
23368,0,46.25
15346,0,58.63
22256,1,51.49
22050,1,49.07
22840,1,52.69
17653,1,46.04
13175,0,48.88
22691,1,50.75
26120,1,51.38
23060,1,51.26
27338,1,47.79
24870,1,51.27
11155,0,50.57
18570,0,55.63
22897,0,48.39
23103,1,48.75
27153,1,52.4
18969,1,51.7
27565,0,48.36
20112,0,53.64
17338,1,50.2
18903,1,53.01
16369,1,50.01
27232,0,61.39
24432,0,51.76
28507,1,52.65
19889,0,53.07
24241,0,50.67
20901,0,51.17
17084,0,49.78
28535,1,51.72
23809,1,51.09
26422,0,53.81
12521,1,52.21
28555,0,50.91
21488,1,47.77
13899,1,54.57
13759,1,52.07
26482,1,48.35
29319,1,60.1
27118,1,51.24
29417,0,47.74
15707,1,52.99
14662,0,50.07
27901,1,51.8
20592,0,53.91
23375,0,57.88
13697,1,53.71
21991,1,52.74
26191,0,51.24
22945,1,49.93
27919,0,48.5
14779,0,46.94
29139,0,52.56
29443,1,55.09
25444,0,51.09
17292,0,55.08
21857,0,63.44
18070,0,50.95
16666,1,53.04
13799,0,53.6
21900,1,60.79
23746,0,49.77
24493,0,53.38
23863,1,51.37
11330,0,51.61
15014,0,53.9
20197,0,50.68
20511,0,51.6
27302,1,60
24116,1,55.45
28615,1,57.92
28968,1,51.73
24083,1,60.74
20117,1,53.64
18276,0,50.4
21713,1,60.71
18255,1,53.4
16209,0,52.03
20800,0,46.26
19597,0,49.54
24376,1,48.93
26423,0,53.62
28599,0,49.33
24731,0,48.09
28681,1,51.92
11314,0,51.76
17098,0,54.02
13399,1,59.23
25198,0,46.93
26845,1,57.78
28489,1,51.03
27305,1,58.54
13216,1,50.17
11553,0,50.21
26969,1,52.36
14501,1,50.47
25049,0,48.07
21679,0,47.47
17235,0,48.4
27993,0,50.9
12660,0,48.38
12348,0,48.69
22733,1,52.26
28304,1,50.7
14599,1,51.31
27647,1,59.9
19398,0,50.35
26414,1,54.67
18634,1,53.19
16127,0,49.22
22773,0,48.06
13981,0,46.61
13909,0,55.47
18735,0,54.57
28018,0,50.01
21119,1,46.06
16319,0,53.13
27780,1,49.74
18092,1,50.81
15858,0,55.9
13028,1,50.95
16841,1,59.11
22538,0,49.22
23972,1,60.9
22441,1,47.91
21377,0,48.94
19991,0,50.08
15265,1,50.32
12229,0,49.89
16989,0,51.03
14770,1,54.97
28945,1,51.42
27492,0,55.03
23371,1,51.22
11835,1,50.75
20756,0,50.2
18767,1,54.3
16741,1,51.96
13656,0,50.35
15288,0,50.49
25804,1,56.41
16814,0,51.43
15585,1,50.47
19714,0,51.46
27608,0,49.84
18598,0,53.13
19119,0,52.44
19727,0,52.18
11744,1,55.41
23296,0,52.11
13723,0,50.95
24621,1,52.1
17951,0,50.45
20705,0,49.81
29399,0,55.1
20305,1,49.91
29280,1,51.24
18386,0,56.98
24445,0,46.33
11195,1,52.26
19830,1,53.55
14040,0,50.56
16132,1,53.77
23633,1,51.74
18549,1,50.83
23992,1,51.62
20472,0,52.94
24557,0,53.79
22712,1,54.54
11233,1,56.61
21573,0,52.85
28219,1,51.96
19115,1,50.38
18060,1,51.27
18845,1,50.94
27143,1,53.61
19947,0,53.5
17696,0,53.58
28962,0,50.59
21805,1,56.44
11020,0,53.75
24497,0,48.1
15712,1,50.43
22796,1,51.95
12423,0,47.66
18874,1,49.14
27719,1,62.09
25651,0,60
15406,0,50.17
15480,0,46.22
27616,1,48.56
19653,1,55.69
18411,1,53.82
19778,1,47.64
16592,1,50.76
12570,1,52.1
20172,0,50.19
14852,0,51.76
23027,1,51.39
24842,0,47.3
16859,0,59.14
16182,1,60.32
25832,1,52.32
25838,0,51.11
23886,1,51.65
22404,1,49.48
11571,1,57.97
18119,1,50.28
22370,0,51.78
28564,0,53.18
16116,0,53.9
14168,1,63.96
16541,1,52.33
17674,1,47.9
21968,1,50.69
13534,1,50.86
19559,1,51.18
19783,0,52.04
16837,0,46.96
22483,0,48.68
18383,0,55.93
15321,1,55.1
29099,1,58.48
24359,1,54.38
18214,1,53.89
25455,0,47.97
13333,1,50.61
13352,0,54.26
15795,0,51.49
24467,1,52.64
23656,0,49.29
24075,1,51.54
26836,1,57.01
21560,0,45.78
21810,0,53.41
12541,1,57.95
28310,1,49.5
17458,0,53.08
13785,1,56.41
24340,0,53.41
12397,1,49.98
17737,1,54.12
12869,0,44.87
25376,1,51.57
14016,0,47.14
18429,0,54.34
21374,1,50.62
11072,0,52.88
14026,0,48.76
25388,0,52.46
29145,1,46.26
20809,0,57.12
20357,1,50.45
11946,0,52.33
24238,1,48.23
25094,0,51.67
28383,0,51.93
17529,1,49.01
25982,0,52.4
22087,0,47.72
28610,1,49.62
22628,1,51.15
23193,1,51.34
17069,0,49.03
27044,0,48.09
18643,0,52.7
21114,0,48.5
22181,1,59.32
11197,1,51.05
22459,1,52.48
15914,0,48.95
11353,0,54.24
27579,1,59.04
19858,0,50.26
14591,1,54.19
26980,0,48.23
20314,0,50.74
13854,1,51.44
28124,1,50.07
27404,1,49.69
28756,0,49.88
23136,0,53.81
28137,1,52.84
11018,0,55.37
17811,0,45.58
14847,0,47.29
27773,1,51.03
12861,1,49.97
26758,0,46.57
14324,0,52.32
14372,1,52.2
22685,1,54.29
14066,0,51.3
25214,1,60.79
18064,1,46.23
22406,1,48.36
20397,1,55.22
29030,0,50.59
29007,0,59.78
26094,1,48.22
27194,1,49.12
26786,0,50.97
25070,1,51.73
22329,0,48.18
26834,1,49.76
21497,0,53.45
18149,1,53.64
17926,1,50.82
16451,0,56.21
27354,0,45.1
11449,0,49.74
17042,1,48.7
27926,1,62.41
18218,1,48.85
20268,1,56.02
29349,0,52.98
17234,1,47.04
15640,1,49.61
17497,0,49.81
22000,1,50.96
24706,0,48.75
23143,1,45.93
15537,0,50
13346,0,51.01
20165,1,52.07
11611,0,45.66
13564,0,49.19
22453,1,52.43
25295,0,52.02
26357,0,47.94
25389,0,45.48
15516,1,55.13
13478,0,52.11
22193,0,54.22
24368,0,55.67
25985,1,60.59
27543,1,52.15
26364,1,50.61
20146,1,47.82
16981,1,53.22
17961,0,45.75
22682,1,57.25
24049,1,53.56
27064,0,46.4
21568,1,49.39
15452,1,49.16
14438,1,47.83
18544,0,49.84
22725,1,53.88
13205,0,49.87
16648,1,51.67
20392,1,49.52
24890,0,52.93
19820,1,53.35
26599,1,50.43
24799,0,51.59
26023,1,52.39
12584,0,47.22
26795,1,50.86
24972,0,62.36
14384,0,49.26
13329,1,47.92
21131,0,47.05
13733,0,48.08
23573,1,51.43
23072,1,52.32
26256,1,57.96
16632,1,50.23
26864,0,50.03
27369,1,49.76
19403,0,47.88
25475,1,49.46
20896,0,55.14
21974,1,53.71
11256,1,56.22
26452,1,51.42
15638,1,53.57
18693,0,46.14
21113,0,49.93
14709,0,49.05
26882,1,50.7
17889,1,52.47
15444,1,55.31
14260,1,59.35
11507,1,50.71
11625,0,47.67
19018,1,53.07
26261,1,50.31
17957,0,51.74
12288,0,49.83
11694,1,56.06
16179,1,55.46
15913,1,59.87
21105,1,59.56
27860,1,51.97
28072,1,47.63
19158,0,49.08
18498,1,45.66
17713,1,60.63
16475,0,50.71
26922,1,48.47
20045,0,48.72
12875,0,53.27
17634,0,49.9
17024,1,55.32
19497,1,51.01
18623,0,45.18
11185,1,52.96
28234,1,55.27
19471,1,55.24
11529,0,52.46
12246,0,50.18
19204,1,54.87
16644,1,53
11512,0,46.35
20574,1,57.29
27654,1,54.47
22234,0,44.67
28648,0,46.79
18631,0,47.4
27804,1,57.37
15313,0,49.27
22905,1,47.84
15773,0,55.23
20359,0,52.4
11458,0,48.47
23518,0,49.66
28539,0,50.92
22667,1,54.19
12639,0,53.2
23391,0,52.81
17550,0,52.02
26861,0,54.9
21632,1,52.01
22251,1,52.24
23042,1,50.34
25917,0,45
22885,1,51.72
12094,1,52.16
28503,0,55.92
24422,1,51.13
14375,1,50.84
27740,0,47.73
18615,0,55.28
25997,1,51.19
28231,0,48.83
25819,0,48.28
13434,1,48.51
19852,1,52.85
16957,1,52.24
23076,1,49.47
20003,0,52.02
14903,1,48.44
21536,0,52.72
28014,0,49.55
23000,0,49.57
23735,1,48.6
16700,1,51.78
20208,1,53.62
19032,1,52.1
24515,0,48.25
12073,0,45.9
15799,1,51.77
29190,0,54.64
17164,0,55.18
22572,1,49.91
23673,0,52.74
24714,0,50.53
15859,1,53.49
29227,0,51.55
27893,0,62.81
14163,1,55.26
18108,1,52.13
26401,1,53.19
14297,1,53.15
15187,0,51.74
13866,1,52.98
22834,1,49.4
18291,0,51.55
13323,0,59.58
14017,1,49.32
23339,1,53.16
20434,1,47.57
15097,0,46.92
12204,1,51.39
19738,1,52.29
11224,0,48.31
23932,1,51.03
11447,0,51.38
20474,0,56.13
22069,1,55.85
27562,1,51.79
15520,1,52.57
18749,0,46.35
27534,1,54.06
19699,0,48.94
13973,0,52.12
11981,0,48.2
14606,0,54.09
19277,0,50.32
11366,0,46.74
11030,1,49.56
28621,1,55.15
15681,1,50.1
12517,0,52.15
17100,1,49.16
26701,1,49.35
23697,0,48.27
22355,1,59.59
14427,0,51.62
25914,1,51.42
12885,1,46.21
14255,1,53.35
25864,1,50.21
25483,1,50.92
15722,0,51.06
14449,1,57.51
17797,0,52.51
24969,1,49.41
28440,0,50.11
24365,0,51.87
13142,0,48.3
26698,1,54.15
14495,1,50.58
11533,1,50.69
17585,1,51.6
18790,0,46.06
13812,0,49.72
20451,0,48.22
27914,0,53.32
20484,1,53.07
22328,1,56.81
13093,0,49.05
26670,1,52.27
23539,0,55.77
24317,0,55.61
16214,1,57.17
22395,1,51.5
14370,1,48.66
23094,0,45.8
12966,1,50.43
16356,0,50.87
16831,1,59.63
27816,0,48.14
23102,1,49.8
21772,0,50.35
20627,1,49.94
28313,1,52.48
20203,1,56.33
23851,0,48.75
22400,1,50.91
28273,1,52.05
23769,0,51.23
28706,0,52.89
21055,1,49.33
14878,0,60.75
13550,0,48.89
19168,1,58.07
29436,0,48.92
18564,1,53.05
19678,1,51.99
27104,1,47.14
25150,1,61.27
21899,1,48.49
19247,0,52.57
26391,0,54.05
16912,1,54.71
18880,1,51.46
26959,1,51.84
19551,1,56.6
23878,0,52.12
16561,0,49.74
25046,1,45.85
17565,1,52.41
12878,0,48.58
26608,0,50.15
12539,1,53.16
18042,0,52.95
23659,0,51.58
13543,1,62.85
22461,1,47.81
17331,1,54.47
23912,1,59.54
18559,1,51.12
13780,0,45.97
26627,1,52.61
21067,1,59.09
13155,1,53.15
14705,0,49.14
25141,0,44.69
19988,0,51.5
23961,0,46.54
15912,0,52.32
20032,1,58.6
14965,1,61.06
12110,1,50
24031,1,50.99
19520,0,45.57
22319,0,47.01
26415,0,46.98
20100,1,51.61
23134,1,48.79
20103,1,56.88
20957,0,51.34
24400,0,50.9
18205,1,52.39
29200,1,59.28
28899,1,54.76
12933,1,53.93
11400,0,50.46
19663,1,50.22
28303,1,54.91
27531,0,49.13
21025,1,48.86
17026,0,50.69
11890,1,51.65
28735,0,46.1
22932,0,59.16
19424,1,52.79
12764,0,49.58
29175,1,50.16
13552,1,52.68
21596,1,46.41
11245,1,52.36
29077,1,52.38
21456,1,48.19
11682,0,48.49
11510,1,52.38
18234,1,52.07
17493,0,45.41
24590,0,47.92
16063,1,52.6
17539,1,47.18
15168,1,49.13
29096,1,54.68
23082,0,44.79
19137,0,58.4
14490,1,55.76
21987,0,61.04
19685,1,50.71
18284,1,57.43
15922,0,51.91
20597,1,48.05
13245,1,53.3
15358,1,49.97
26531,1,49.7
23733,1,50.41
24964,1,51.4
15002,0,46.95
15787,0,48.5
28589,0,51.84
15318,1,49.04
11970,0,53.41
13696,1,51.22
28825,1,52.25
18613,0,48.94
28543,1,47.64
14772,0,50.92
28315,0,50.83
18529,1,61.82
23681,1,52.07
23906,1,52.41
25859,1,51.68
21096,0,55.86
24287,1,49.19
13428,1,59.05
13863,1,52.13
15937,0,48.62
20353,0,48.72
13776,1,49.85
28289,1,59.06
17782,1,52.08
24636,1,55.9
15507,1,48.3
28235,1,56.41
14865,1,53.25
17717,1,54.37
27574,1,51.82
16482,1,50.17
20925,1,53.69
23194,0,51.08
23730,0,50.01
12840,1,54.99
16243,0,54.66
18980,1,52.69
17836,0,49.49
15610,1,52.48
21620,0,52.11
25533,0,50.86
11913,1,53.04
11860,0,49.3
28398,1,59.53
26614,1,58.08
28496,1,57.72
25236,1,62.53
29269,1,47.22
16613,1,50.03
13770,1,50.94
25210,1,53.42
17954,0,53.32
16049,1,55.61
21022,1,52.93
27200,1,55.58
17027,1,53.95
29278,1,56.28
26479,0,48.85
21595,1,50.69
22170,1,50.94
26847,1,56.39
29294,1,51.51
24891,1,54.22
28550,0,50.47
14079,0,51.56
24106,1,54.16
13611,0,53.57
12045,0,46.16
16961,1,51.64
22302,0,48.45
28302,0,47.5
23211,0,45.67
12289,0,49.75
18235,1,60.15
11237,1,59.46
19763,1,58.89
24177,1,53.2
24353,0,46.7
16966,1,48.29
28603,1,53.07
27015,0,49.06
28139,1,51.82
15732,0,46.54
27853,0,54.6
17064,0,50.79
23041,0,48.35
14514,0,46.66
20589,1,52
13120,0,55.92
27051,1,53.21
24820,0,50.73
25285,1,53.51
28502,0,50.69
17564,1,54.24
28616,0,50.08
20333,0,54.66
24173,1,53.4
28689,0,50.7
23807,1,58.95
14007,1,49.66
14135,1,47.11
18561,0,45.7
25607,1,53.58
21604,1,48.76
18682,1,48.32
12901,0,48.66
22099,0,50.27
14685,1,61.67
12967,1,54.79
21304,0,46
16097,1,51.86
12338,0,49.53
27703,1,51.77
19776,0,48.55
12629,1,53.91
20523,1,49.49
25051,0,49
22901,1,53.06
27420,0,46.66
24734,0,62.77
25245,0,53.42
23847,1,52.39
11574,0,47.97
20230,1,57.13
22721,1,51.13
28783,1,50.23
16484,0,48.21
23530,0,57.16
11546,0,51.31
14844,1,51.12
15609,0,51.35
29320,1,58.75
26671,1,51.49
28753,0,45.71
23293,0,51.74
26688,0,45.72
13410,1,55.32
18480,0,49
11429,0,60.07
24840,1,60.96
22139,1,48.95
20493,0,49.85
16836,1,50.08
22058,1,50.84
24206,1,52.14
13627,1,52.51
21322,1,50.48
20002,0,45.71
23245,0,56.41
26339,1,55.36
19294,0,49.37
22986,0,53.39
21024,0,48.91
15131,1,51.62
27682,0,47.24
28230,1,52.13
18769,1,53.25
22983,0,47.3
29408,0,48.86
27524,0,51.45
13234,1,52.79
18775,0,48.32
11549,0,46.16
21565,0,49.08
23152,1,48.2
17203,0,51.55
22373,1,54.48
18299,1,54.21
24218,0,46.71
26909,0,53.07
29113,0,52.17
26273,1,52.28
18710,0,48.06
25620,1,52.32
21373,1,57.55
17587,1,52.52
15425,1,52.61
21273,1,46.91
11686,1,52.07
13841,1,52.49
27640,0,49.73
28579,1,56.02
13154,1,45.77
22715,1,56.74
28994,1,52.5
24673,1,49.7
22221,1,54.82
26502,0,49.76
15849,0,48.62
11660,1,50.1
16821,1,51.42
28755,1,48.1
21653,1,59.63
18638,0,48.86
23524,1,59.53
28173,1,58.46
19798,1,56.67
25243,1,51.91
25279,0,48.4
17182,0,47.98
12625,1,50.64
17278,1,53.52
14890,0,47.29
22097,1,50.25
21928,1,53.28
16175,1,62.12
15909,1,52.14
15254,1,48.38
26497,1,48.76
12264,1,62.43
23666,1,50.75
25976,0,50.26
28329,1,54.7
23801,1,48.51
16355,1,49.77
27826,1,51.69
28612,1,53.01
28955,0,52.31
16174,0,50.07
19897,1,54.09
27677,0,50.97
25391,0,52.86
17227,1,48.44
14205,1,51.39
28495,1,52.17
14195,1,50.62
17644,0,49.89
24882,0,50.57
25852,0,51
18661,1,53.84
13557,1,50.87
11654,1,51.54
28727,0,48.37
26564,1,52.27
25814,0,53.07
25589,0,52.79
22249,0,50.66
24529,0,48.39
25290,1,51.55
14468,1,49.36
25029,1,60.82
11378,0,53.08
11984,1,48.39
27828,0,50.85
27268,1,52.69
26684,0,53.2
27497,1,52.02
12810,1,50.9
19840,1,50.53
11807,1,54.18
20673,1,48.72
22382,1,55.81
26958,1,54.49
20435,0,50.04
13241,0,49.61
23738,0,52.17
22389,1,54.44
21623,0,48.1
20246,1,49.06
17409,0,48.02
23066,1,50.24
26472,0,52.44
11903,0,50.96
11639,0,48.91
14126,0,46.46
11146,1,52.15
14757,1,56
24007,1,52.14
21886,1,50.19
18977,1,53.58
17700,0,50.62
28981,1,55.07
26347,0,53.12
21213,0,58.01
22738,0,49.8
22224,0,45.35
23133,1,52.88
27035,0,52.6
16421,0,48.79
16874,0,52.84
19000,0,48.16
22188,1,51.4
16649,1,46.1
12123,1,63.12
29217,1,49.76
29093,0,57.67
29290,0,59.59
19102,1,48.75
20471,1,53.09
22244,1,50.98
21159,1,46.5
18552,1,51.83
12926,1,49.79
26939,0,56.24
22206,1,55.49
17236,0,47.62
11161,1,54.38
19637,1,52.59
24834,1,55.27
11008,1,51.88
14992,0,46.9
21023,1,47.4
28656,1,55.31
17932,1,59.64
18531,1,49.48
15426,0,49.05
28960,0,48.34
11022,1,50.43
15200,1,52.37
12334,1,54.64
24419,0,48.4
29279,0,51.24
14503,1,50.94
14127,0,45.61
11994,0,53.22
25082,0,50.89
29177,0,50.46
13681,0,49.68
26954,0,49.38
16341,1,48.9
16572,1,50.18
21307,1,46.04
15792,0,53.68
26344,0,49.56
20302,1,51.04
11203,1,50.07
20099,0,51.93
11382,1,58.02
25899,1,48.52
20348,0,55.85
28080,0,55.39
29159,1,52.47
11254,1,54.67
16924,0,52.78
26000,1,62.94
28293,0,48.79
12185,1,50.75
27907,1,51.78
14051,1,61.78
20267,1,50.87
18843,1,49.69
27368,1,48.94
21129,1,50.01
15015,1,52.06
16657,1,56.6
18026,0,52.9
29102,0,53.78
12388,1,49.86
26772,0,50.63
11475,0,47.86
23904,0,52.9
24309,0,49.01
18878,1,53.05
29199,0,50.31
29425,0,52.27
18636,1,51.06
27496,0,54.24
19651,0,51.62
28789,1,58.06
13110,1,53.85
22322,0,49.73
24655,1,55.06
16650,1,49.63
15925,1,52.24
13510,1,52.16
26781,1,49.88
14736,0,48.49
27088,0,53.55
