CheckingAcctStat,Duration,CreditHistory,Purpose,CreditAmount,Savings,Employment,InstallmentRatePecnt,SexAndStatus,OtherDetorsGuarantors,PresentResidenceTime,Property,Age,OtherInstalments,Housing,ExistingCreditsAtBank,Job,NumberDependents,Telephone,ForeignWorker,CreditStatus
A12,0.161764706,A34,A49,0.114229119,A63,A73,0.333333333,A93,A101,1,A123,0.142857143,A141,A152,0,A173,0,A191,A201,0
A11,0.058823529,A34,A40,0.026466381,A61,A75,1,A93,A101,1,A121,0.5,A143,A152,0.333333333,A172,0,A191,A201,0
A12,0.117647059,A34,A41,0.088588093,A61,A71,1,A93,A101,0.333333333,A123,0.267857143,A143,A152,0.333333333,A174,0,A192,A201,0
A14,0.117647059,A32,A42,0.081765159,A61,A74,0.666666667,A92,A101,1,A121,0.214285714,A143,A152,0,A172,0,A191,A201,0
A11,0.117647059,A32,A42,0.128040057,A61,A73,0.333333333,A91,A101,0,A123,0.410714286,A143,A152,0,A173,0,A191,A201,0
A11,0.294117647,A32,A42,0.151094971,A65,A73,0.333333333,A94,A101,1,A123,0.017857143,A143,A152,0,A173,0,A191,A201,1
A14,0,A34,A40,0.066303511,A61,A74,0.333333333,A93,A101,0,A121,0.410714286,A143,A152,0.666666667,A172,1,A191,A201,0
A14,0.088235294,A32,A40,0.058270056,A65,A73,1,A93,A103,1,A122,0.142857143,A143,A152,0,A172,0,A191,A201,1
A14,0.647058824,A34,A41,0.473643667,A65,A74,0.333333333,A93,A101,0,A124,0.285714286,A143,A153,0.333333333,A173,0,A192,A201,0
A14,0.294117647,A32,A43,0.070595356,A61,A72,1,A92,A101,0.666666667,A123,0.339285714,A142,A152,0,A173,0,A192,A201,0
A13,0.088235294,A32,A44,0.053648069,A61,A73,0.333333333,A93,A101,0.333333333,A123,0.321428571,A143,A152,0,A173,0,A192,A201,0
A14,0.294117647,A32,A43,0.15709255,A65,A72,1,A93,A101,0.333333333,A123,0.107142857,A143,A152,0.333333333,A173,0,A191,A201,0
A12,0.205882353,A32,A42,0.092109607,A65,A72,1,A92,A101,0.666666667,A121,0.142857143,A143,A151,0,A173,0,A191,A201,1
A13,0.117647059,A32,A40,0.059425553,A61,A72,1,A93,A101,0,A121,0.125,A143,A152,0,A173,0,A191,A201,0
A14,0.205882353,A31,A40,0.341586882,A61,A75,0.333333333,A93,A101,1,A124,0.357142857,A141,A152,0.333333333,A174,1,A192,A201,1
A14,0.470588235,A33,A42,0.408715748,A63,A74,0.333333333,A92,A101,1,A123,0.375,A143,A152,0.333333333,A173,0,A192,A201,0
A14,0.294117647,A32,A40,0.067073842,A62,A75,1,A94,A101,1,A121,0.392857143,A143,A151,0,A172,0,A191,A201,0
A11,0.117647059,A32,A42,0.128095081,A61,A71,0.666666667,A92,A101,1,A124,0.642857143,A143,A153,0,A174,0,A191,A201,0
A14,0.117647059,A30,A42,0.138054363,A61,A75,0.333333333,A93,A101,1,A122,0.267857143,A143,A152,0.333333333,A173,0,A191,A201,0
A11,0.088235294,A32,A43,0.113623858,A61,A75,0.666666667,A93,A101,1,A121,0.589285714,A143,A152,0,A172,0,A191,A201,0
A14,0.294117647,A32,A43,0.313249697,A65,A72,0,A92,A101,0,A123,0.446428571,A143,A152,0.333333333,A173,0,A192,A201,1
A12,0.294117647,A30,A49,0.219599428,A61,A73,0,A93,A101,1,A121,0.303571429,A143,A152,0.666666667,A172,0,A192,A201,1
A14,0.073529412,A34,A40,0.103664576,A61,A73,1,A93,A101,1,A123,0.517857143,A143,A152,0.666666667,A173,0,A192,A201,0
A12,0.205882353,A32,A43,0.033894575,A61,A73,1,A94,A103,0.333333333,A121,0.107142857,A143,A152,0,A172,0,A191,A201,0
A12,0.205882353,A32,A49,0.230494112,A61,A75,0,A93,A102,0,A121,0.25,A141,A152,0,A174,0,A192,A201,0
A14,0.647058824,A32,A43,0.548695939,A65,A74,1,A93,A101,0.666666667,A123,0.321428571,A142,A152,0,A173,0,A192,A201,0
A13,0.117647059,A32,A42,0.064597777,A65,A75,0.666666667,A92,A101,1,A121,0.642857143,A143,A152,0,A174,0,A192,A201,0
A14,0.161764706,A34,A43,0.061076263,A61,A73,1,A93,A101,0.333333333,A122,0.214285714,A143,A152,0.333333333,A173,0,A191,A201,0
A11,0.647058824,A30,A41,0.23962804,A61,A75,0.666666667,A93,A101,1,A124,0.089285714,A143,A153,0.333333333,A173,1,A191,A201,1
A14,0.514705882,A32,A41,0.458787279,A62,A75,1,A93,A101,0.333333333,A123,0.464285714,A143,A152,0,A174,0,A192,A201,0
A12,0.205882353,A30,A42,0.164740839,A61,A73,0,A92,A101,1,A123,0.25,A141,A152,0.333333333,A173,0,A192,A201,0
A12,0.647058824,A32,A43,0.154616485,A61,A74,1,A93,A101,1,A121,0.160714286,A143,A152,0.333333333,A173,0,A191,A201,1
A11,0.632352941,A32,A40,0.576207769,A61,A72,0,A92,A101,0,A121,0.285714286,A143,A152,0,A172,0,A192,A201,0
A14,0.117647059,A32,A42,0.028227138,A61,A73,1,A92,A101,0,A121,0.125,A143,A152,0,A173,0,A192,A201,0
A12,0.25,A32,A49,0.051612193,A61,A75,0.333333333,A92,A101,1,A122,0.357142857,A143,A152,0,A173,1,A191,A201,1
A11,0.294117647,A32,A43,0.074447012,A61,A75,1,A92,A101,1,A123,0.642857143,A143,A152,0,A173,0,A191,A201,0
A14,0.088235294,A32,A40,0.057059536,A65,A75,1,A93,A102,0.333333333,A122,0.464285714,A143,A152,0,A172,0,A191,A202,0
A14,0.294117647,A32,A43,0.063992517,A61,A73,1,A94,A101,0.333333333,A122,0.160714286,A143,A152,0,A173,0,A191,A201,0
A13,0.029411765,A34,A40,0.060140861,A61,A75,0,A93,A101,1,A121,0.482142857,A143,A152,0.333333333,A173,1,A191,A202,0
A12,0.073529412,A32,A40,0.001430615,A61,A73,1,A94,A101,1,A121,0.053571429,A143,A151,0,A172,0,A191,A201,0
A14,0.117647059,A32,A43,0.025145813,A61,A73,1,A93,A101,0.333333333,A121,0.196428571,A141,A152,0.333333333,A173,0,A191,A201,0
A12,0.382352941,A34,A40,0.274237922,A61,A71,1,A94,A101,0.333333333,A123,0.160714286,A143,A152,0.333333333,A174,0,A191,A201,1
A11,0.205882353,A32,A42,0.187080445,A61,A72,0,A92,A101,1,A123,0.053571429,A143,A151,0,A173,0,A191,A201,0
A11,0.029411765,A32,A41,0.060636074,A63,A71,0,A92,A101,0.333333333,A122,0.071428571,A143,A151,0,A171,0,A192,A201,0
A12,0.382352941,A34,A40,0.106250688,A65,A75,1,A93,A101,1,A121,0.303571429,A143,A152,0.333333333,A173,0,A191,A201,0
A14,0.117647059,A34,A43,0.054473424,A65,A75,1,A92,A101,0.333333333,A121,0.339285714,A143,A152,0.333333333,A173,0,A192,A201,0
A11,0.132352941,A34,A49,0.085121602,A61,A72,0.666666667,A93,A101,0,A122,0.160714286,A141,A152,0.333333333,A172,0,A191,A201,0
A11,0.029411765,A34,A40,0.18851106,A61,A73,0,A93,A101,0.666666667,A121,0.321428571,A143,A151,0.666666667,A173,1,A191,A201,0
A13,0.117647059,A32,A43,0.08974359,A61,A73,0.333333333,A92,A101,0.333333333,A123,0.446428571,A143,A151,0,A172,0,A192,A201,0
A12,0.25,A33,A40,0.115714757,A61,A73,0,A91,A101,1,A122,0.5,A143,A152,0.333333333,A173,0,A191,A201,0
A14,0.294117647,A32,A48,0.037801255,A61,A72,1,A94,A101,0.666666667,A123,0.142857143,A143,A152,0.333333333,A172,0,A191,A201,0
A12,0.205882353,A34,A43,0.054748542,A61,A73,1,A94,A101,0.333333333,A123,0.25,A143,A152,0,A173,0,A191,A201,1
A11,0.294117647,A32,A41,0.348244745,A61,A71,1,A93,A101,0.333333333,A124,0.178571429,A143,A153,0,A174,0,A192,A201,0
A14,0.117647059,A34,A43,0.037416089,A65,A75,1,A93,A101,1,A121,0.821428571,A143,A152,1,A173,0,A191,A201,0
A14,0.117647059,A32,A41,0.120776934,A65,A72,0.333333333,A94,A101,1,A123,0.125,A143,A151,0,A173,0,A192,A201,0
A14,0.294117647,A34,A43,0.129910862,A61,A75,1,A94,A102,0.666666667,A121,0.482142857,A143,A152,0.333333333,A173,0,A191,A201,0
A12,0.647058824,A31,A40,0.655827006,A65,A71,1,A93,A102,1,A124,0.303571429,A143,A153,0,A174,0,A192,A201,0
A12,0.088235294,A32,A42,0.069935072,A61,A73,1,A91,A101,0.333333333,A123,0.214285714,A143,A152,0,A172,0,A191,A201,0
A11,0.294117647,A31,A42,0.181688126,A61,A74,0.666666667,A93,A101,1,A123,0.142857143,A141,A152,0,A173,0,A191,A201,1
A11,0.205882353,A31,A43,0.092989986,A61,A72,0.666666667,A93,A102,1,A124,0.303571429,A141,A153,0,A174,0,A192,A201,0
A14,0.117647059,A32,A43,0.030483108,A61,A75,1,A93,A101,1,A123,0.339285714,A143,A152,0,A173,0,A191,A201,0
A14,0.161764706,A33,A42,0.039066799,A64,A74,0.666666667,A92,A101,0.333333333,A122,0.196428571,A143,A152,0.333333333,A173,0,A191,A201,0
A11,0.117647059,A32,A43,0.023330032,A62,A74,1,A94,A101,0,A122,0.017857143,A143,A152,0,A173,0,A191,A201,1
A14,0.029411765,A32,A46,0.070870474,A61,A72,0,A92,A101,0.333333333,A124,0.660714286,A143,A152,0,A173,0,A191,A201,0
A14,0.029411765,A34,A42,0.053427974,A65,A73,0,A94,A101,0.333333333,A122,0.142857143,A143,A152,0.333333333,A173,0,A191,A201,0
A11,0.029411765,A34,A42,0.172444151,A61,A73,0,A91,A101,1,A121,0.446428571,A143,A151,0,A174,0,A192,A201,1
A14,0.161764706,A32,A41,0.057774843,A65,A75,1,A93,A101,1,A124,0.464285714,A141,A153,0,A173,1,A191,A201,0
A14,0.205882353,A34,A42,0.086222075,A61,A73,1,A92,A101,0.333333333,A124,0.160714286,A143,A152,0.333333333,A173,0,A191,A201,0
A14,0.117647059,A32,A43,0.111643006,A65,A73,1,A93,A101,1,A124,0.321428571,A143,A153,0,A173,0,A192,A201,0
A12,0.117647059,A32,A43,0.046935182,A61,A74,1,A93,A103,0.666666667,A121,0.178571429,A143,A152,0.333333333,A173,0,A191,A202,0
A12,0.294117647,A32,A41,0.212556399,A63,A72,0.666666667,A92,A101,1,A123,0.160714286,A143,A151,0,A173,0,A191,A201,1
A14,0.029411765,A30,A40,0.052492572,A62,A73,1,A93,A101,0,A124,0.285714286,A141,A151,0,A173,0,A191,A202,0
A12,0.470588235,A33,A40,0.431165401,A62,A75,0.333333333,A93,A101,1,A123,0.410714286,A143,A152,1,A174,0,A192,A201,1
A11,0.205882353,A32,A43,0.179322109,A61,A74,1,A92,A103,0,A121,0.107142857,A143,A152,0,A173,0,A191,A201,0
A14,0.294117647,A34,A45,0.099482778,A61,A73,1,A91,A101,0.333333333,A121,0.25,A143,A152,0.333333333,A173,0,A192,A201,0
A11,0.205882353,A30,A42,0.157587763,A61,A72,0,A92,A101,1,A122,0.125,A143,A151,0,A173,0,A191,A201,1
A14,0.117647059,A34,A42,0.169527897,A61,A75,0.333333333,A93,A101,1,A122,0.410714286,A142,A152,0,A173,0,A191,A201,0
A12,0.117647059,A32,A48,0.027731925,A65,A75,1,A93,A101,1,A122,0.339285714,A143,A152,0.333333333,A173,0,A191,A201,0
A14,0.264705882,A32,A43,0.133432376,A63,A75,0.666666667,A93,A101,1,A123,0.375,A143,A152,0,A173,0,A191,A201,0
A12,1,A32,A43,0.294101464,A62,A73,0.333333333,A94,A101,0.333333333,A123,0.089285714,A143,A152,0,A173,0,A191,A201,1
A12,0.073529412,A34,A46,0.048750963,A64,A75,1,A93,A101,0.666666667,A124,0.232142857,A143,A153,0.333333333,A173,1,A191,A201,1
A12,0.029411765,A32,A43,0.099757896,A61,A72,1,A94,A101,0.666666667,A123,0.196428571,A143,A151,0,A174,0,A192,A201,0
A14,0.088235294,A34,A42,0.100088038,A65,A73,0.333333333,A94,A101,0,A123,0.125,A143,A152,0.333333333,A173,0,A191,A202,0
A12,0.647058824,A30,A49,0.779740288,A61,A73,0.333333333,A93,A101,0.333333333,A123,0.107142857,A143,A152,0,A173,0,A192,A201,1
A12,0.029411765,A33,A49,0.065973369,A62,A75,0,A91,A101,0.333333333,A123,0.214285714,A141,A152,0.333333333,A173,1,A191,A201,0
A13,0.294117647,A32,A42,0.192527787,A61,A72,0.333333333,A92,A101,1,A123,0.125,A143,A152,0,A173,0,A191,A201,0
A14,0.470588235,A34,A40,0.418454936,A61,A73,1,A92,A101,0.333333333,A121,0.107142857,A142,A152,0.333333333,A173,0,A192,A201,1
A11,0.294117647,A32,A40,0.056949488,A65,A74,1,A92,A101,1,A124,0.232142857,A143,A151,0,A173,0,A191,A201,1
A14,0.205882353,A34,A40,0.042808408,A61,A73,1,A92,A101,0.666666667,A121,0.303571429,A143,A152,0.333333333,A173,0,A191,A201,0
A12,0.294117647,A32,A40,0.054803566,A61,A72,1,A93,A101,0.333333333,A121,0.071428571,A142,A152,0,A172,0,A191,A201,1
A12,0.117647059,A32,A43,0.07246616,A61,A73,0,A92,A101,0,A123,0.053571429,A143,A152,0,A173,0,A192,A201,0
A12,0.117647059,A32,A43,0.059480577,A61,A72,0.333333333,A93,A101,0,A123,0.053571429,A142,A152,0,A173,0,A191,A201,1
A12,0.117647059,A32,A40,0.023935292,A61,A74,0.333333333,A94,A101,0.666666667,A123,0.107142857,A141,A152,0,A172,0,A191,A201,1
A12,0.117647059,A32,A43,0.046329922,A61,A73,1,A92,A103,1,A121,0.535714286,A143,A152,0.333333333,A173,0,A192,A201,0
A12,0.470588235,A32,A45,0.117420491,A61,A72,1,A93,A101,0,A124,0.25,A143,A151,0,A172,0,A191,A201,1
A13,0.029411765,A32,A40,0.02525586,A64,A72,0.333333333,A94,A101,0.333333333,A121,0.142857143,A143,A152,0,A171,0,A191,A202,0
A11,0.294117647,A34,A41,0.148949048,A61,A75,1,A93,A101,1,A122,0.785714286,A143,A152,0.333333333,A173,0,A192,A201,0
A14,0.294117647,A34,A43,0.08809288,A61,A74,1,A94,A103,0.333333333,A123,0.25,A143,A152,0.333333333,A173,0,A192,A201,0
A11,0.205882353,A32,A43,0.129305601,A61,A73,1,A93,A101,1,A124,0.821428571,A143,A153,0.333333333,A173,0,A191,A201,1
A12,0.382352941,A32,A43,0.150819853,A65,A75,0.333333333,A92,A101,1,A123,0.107142857,A143,A152,0,A173,0,A191,A201,0
A14,0.205882353,A32,A43,0.099097612,A61,A72,1,A93,A101,0,A121,0.25,A143,A152,0,A173,0,A191,A201,0
A14,0,A32,A42,0.019313305,A61,A72,0,A92,A101,0.666666667,A121,0.071428571,A143,A151,0,A172,1,A191,A201,0
A14,0.161764706,A34,A42,0.069880048,A65,A75,1,A93,A101,1,A122,0.785714286,A143,A152,0,A173,0,A191,A201,0
A12,0.073529412,A34,A42,0.091834489,A61,A74,1,A93,A101,0.666666667,A123,0.285714286,A143,A151,0,A173,0,A192,A201,0
A14,0.647058824,A32,A49,0.252778695,A61,A71,0.666666667,A93,A101,0.333333333,A123,0.25,A141,A151,0,A174,0,A192,A201,1
A11,0.470588235,A33,A46,0.365192033,A61,A73,1,A93,A101,0.666666667,A122,0.178571429,A142,A152,0,A173,0,A192,A201,1
A12,0.470588235,A32,A41,0.503356443,A61,A72,0,A94,A101,1,A123,0.160714286,A143,A151,0,A174,0,A192,A201,1
A14,0.117647059,A32,A41,0.063992517,A64,A74,0.666666667,A93,A101,0.333333333,A122,0.642857143,A143,A152,0,A173,0,A191,A202,0
A14,0.294117647,A32,A41,0.416198966,A61,A74,0.666666667,A93,A101,0.666666667,A123,0.339285714,A143,A152,0,A174,0,A192,A201,0
A11,0.470588235,A32,A42,0.185429735,A61,A73,0,A93,A103,0.333333333,A122,0.321428571,A143,A152,0,A173,1,A191,A201,0
A12,0.117647059,A32,A43,0.07065038,A61,A72,0,A94,A101,0,A121,0.071428571,A143,A151,0,A173,0,A191,A201,1
A13,0.294117647,A32,A43,0.269725982,A61,A74,1,A93,A101,0.333333333,A123,0.107142857,A141,A152,0,A173,0,A191,A201,0
A11,0.294117647,A32,A42,0.411081765,A65,A72,0,A92,A101,0.333333333,A122,0.196428571,A143,A152,0,A173,0,A192,A202,0
A12,0.029411765,A31,A46,0.01006933,A64,A72,1,A92,A101,0.333333333,A122,0.089285714,A141,A151,0,A173,1,A191,A201,1
A14,0.338235294,A32,A40,0.127654892,A61,A73,0.666666667,A92,A101,0.666666667,A121,0.035714286,A143,A151,0,A173,0,A191,A201,1
A12,0.205882353,A32,A46,0.0544184,A65,A73,1,A93,A101,1,A124,0.75,A143,A153,0,A173,0,A191,A201,0
A11,0.073529412,A34,A43,0.04886101,A61,A73,1,A93,A101,1,A121,0.107142857,A143,A152,0.333333333,A172,0,A191,A201,0
A12,0.205882353,A32,A45,0.199295697,A61,A71,0.333333333,A92,A101,1,A123,0.857142857,A143,A152,0,A173,0,A192,A201,0
A14,0.294117647,A33,A49,0.198800484,A61,A73,0,A93,A101,0.333333333,A124,0.232142857,A143,A153,0,A173,0,A191,A201,0
A13,0.117647059,A31,A43,0.008748762,A64,A73,0.666666667,A92,A101,0.666666667,A121,0.410714286,A143,A151,0.333333333,A173,0,A191,A201,0
A14,0.294117647,A32,A40,0.062892044,A61,A73,0.333333333,A93,A103,0.333333333,A121,0.214285714,A143,A152,0,A173,0,A192,A201,0
A14,0.117647059,A34,A42,0.073841752,A64,A74,0.666666667,A92,A101,0.333333333,A122,0.285714286,A143,A152,0,A173,0,A191,A202,0
A14,0.029411765,A34,A40,0.00616265,A62,A73,1,A92,A101,1,A123,0.589285714,A143,A152,0.333333333,A172,0,A191,A201,0
A14,0.264705882,A32,A40,0.056839441,A65,A74,1,A92,A101,1,A122,0.107142857,A143,A151,0,A173,0,A191,A201,0
A12,0.470588235,A32,A40,0.667932211,A65,A73,0,A93,A101,1,A124,0.321428571,A143,A153,0,A173,0,A192,A201,1
A14,0.25,A30,A40,0.261527457,A65,A73,0,A92,A101,1,A122,0.178571429,A141,A152,0.333333333,A173,0,A192,A201,1
A11,0.117647059,A32,A40,0.035765379,A65,A73,1,A94,A101,0.333333333,A123,0.071428571,A143,A152,0,A173,0,A191,A201,1
A12,0.470588235,A33,A40,0.395179927,A61,A73,0.333333333,A92,A101,0.333333333,A122,0.625,A143,A151,0,A173,0,A191,A201,0
A14,0.073529412,A32,A40,0.124188401,A63,A75,0.333333333,A93,A101,1,A124,0.571428571,A143,A153,0,A172,0,A191,A201,0
A11,0.823529412,A32,A49,0.387751733,A61,A75,1,A93,A102,1,A124,0.303571429,A143,A151,0,A173,0,A191,A201,1
A14,0.382352941,A34,A43,0.313854958,A61,A74,0.666666667,A93,A102,0.333333333,A123,0.339285714,A143,A152,0,A173,0,A191,A201,0
A11,0.117647059,A32,A40,0.028007043,A61,A74,1,A93,A101,0.333333333,A121,0.125,A143,A152,0,A173,0,A191,A201,1
A12,0.029411765,A33,A42,0.044018928,A61,A71,1,A93,A101,0,A122,0.285714286,A142,A152,0.333333333,A174,0,A192,A201,0
A14,0.294117647,A32,A41,0.285187631,A65,A71,0.333333333,A92,A101,1,A122,0.125,A143,A151,0,A174,0,A192,A201,0
A11,0.117647059,A32,A40,0.090403874,A61,A73,1,A92,A103,1,A122,0.178571429,A143,A152,0,A173,0,A192,A201,0
A11,0.117647059,A32,A42,0.057169583,A61,A73,1,A93,A103,0,A122,0.035714286,A143,A152,0,A172,0,A191,A201,0
A11,0.294117647,A32,A43,0.117420491,A61,A75,1,A93,A101,1,A121,0.803571429,A141,A151,0,A172,0,A191,A201,0
A11,0.470588235,A32,A41,0.439033785,A61,A73,0.333333333,A93,A101,0.333333333,A122,0.125,A143,A152,0,A173,1,A191,A201,1
A14,0.117647059,A34,A43,0.020248707,A61,A75,1,A93,A101,1,A121,0.660714286,A143,A152,0,A173,0,A191,A201,0
A14,0.294117647,A32,A43,0.164245626,A63,A75,0.666666667,A91,A101,0.333333333,A123,0.125,A143,A152,0,A174,0,A192,A201,0
A14,0.294117647,A34,A43,0.144272037,A62,A75,0.666666667,A93,A101,1,A121,0.303571429,A143,A152,0,A173,1,A192,A201,0
A14,0.117647059,A34,A40,0.055298778,A61,A75,1,A93,A101,1,A121,0.75,A143,A152,0.333333333,A172,0,A191,A201,0
A14,0.647058824,A32,A49,0.201606691,A65,A73,1,A91,A101,0.333333333,A121,0.339285714,A141,A152,0,A173,0,A191,A201,1
A12,0.205882353,A33,A40,0.145757676,A65,A75,1,A93,A101,1,A123,0.428571429,A143,A152,0,A173,1,A191,A201,0
A14,0.161764706,A32,A43,0.052987785,A63,A75,1,A93,A101,0.666666667,A122,0.5,A142,A152,0,A173,0,A192,A201,0
A14,0.073529412,A32,A43,0.067569055,A61,A74,1,A93,A101,0.333333333,A123,0.053571429,A143,A152,0,A173,0,A191,A201,1
A14,0.161764706,A33,A43,0.067569055,A61,A73,1,A94,A101,0.666666667,A121,0.25,A141,A152,0.333333333,A173,0,A191,A201,0
A12,0.117647059,A32,A40,0.320677891,A61,A74,0.333333333,A93,A101,0.333333333,A123,0.232142857,A143,A152,0,A173,0,A191,A201,0
A14,0.117647059,A34,A40,0.068504457,A61,A75,1,A93,A101,0,A121,0.339285714,A143,A152,0.333333333,A172,1,A191,A201,0
A11,0.25,A34,A40,0.017662595,A61,A75,1,A93,A101,1,A121,0.821428571,A143,A152,0.333333333,A173,0,A191,A201,0
A11,0.117647059,A32,A42,0.022119511,A61,A75,1,A92,A101,1,A122,0.089285714,A143,A151,0,A173,0,A191,A201,0
A11,0.205882353,A32,A44,0.053207879,A61,A73,1,A94,A101,0.666666667,A121,0.5,A143,A152,0,A172,0,A192,A201,1
A14,0.205882353,A34,A43,0.118520964,A61,A73,0.333333333,A92,A101,0.333333333,A123,0.125,A143,A152,0.333333333,A173,0,A191,A201,0
A14,0.294117647,A34,A46,0.07411687,A61,A75,1,A93,A101,1,A124,0.625,A143,A153,0.333333333,A173,1,A191,A201,0
A12,0.117647059,A32,A42,0.152250468,A61,A72,0.666666667,A92,A101,0,A121,0.267857143,A143,A151,0,A174,0,A191,A201,0
A12,0.382352941,A32,A40,0.104544954,A61,A73,1,A92,A103,0.333333333,A124,0.089285714,A141,A152,0,A173,0,A191,A201,1
A12,0.205882353,A32,A43,0.047485419,A61,A73,1,A92,A103,1,A121,0.125,A143,A152,0,A172,1,A191,A201,0
A12,0.205882353,A32,A49,0.130516122,A62,A73,1,A93,A101,1,A123,0.267857143,A143,A152,0,A173,0,A191,A201,0
A14,0.117647059,A34,A43,0.092659844,A61,A75,0.333333333,A93,A101,0.333333333,A124,0.125,A143,A152,0.333333333,A173,0,A191,A201,0
A11,0.073529412,A32,A42,0.103774623,A61,A73,0.666666667,A93,A101,0.333333333,A121,0.107142857,A143,A152,0,A173,0,A191,A201,0
A12,0.029411765,A32,A45,0.011224827,A61,A72,0.666666667,A94,A101,0,A122,0.053571429,A143,A152,0,A172,0,A191,A201,0
A12,0.294117647,A34,A43,0.082150325,A61,A75,1,A93,A101,0.333333333,A122,0.517857143,A143,A152,0.333333333,A172,0,A191,A201,0
A12,0.117647059,A30,A42,0.149609332,A61,A72,1,A92,A101,0.666666667,A122,0.107142857,A143,A151,0.333333333,A173,0,A191,A201,1
A14,0.294117647,A32,A40,0.192967976,A61,A75,1,A92,A102,1,A124,0.767857143,A143,A153,0,A173,0,A192,A201,0
A11,0.029411765,A32,A40,0.022669748,A61,A72,0.666666667,A93,A101,1,A121,0.392857143,A143,A152,0,A172,1,A192,A201,0
A11,0.294117647,A32,A41,0.140970617,A65,A75,0.333333333,A92,A101,1,A121,0.125,A143,A151,0,A173,0,A191,A201,0
A12,0.514705882,A34,A43,0.257675801,A61,A74,0.333333333,A93,A103,0.333333333,A121,0.107142857,A143,A152,0.333333333,A173,0,A191,A201,1
A12,0.205882353,A33,A45,0.327610873,A61,A73,0.333333333,A93,A101,1,A121,0.446428571,A143,A152,0,A172,1,A192,A201,0
A12,0.073529412,A32,A43,0.045779685,A61,A75,1,A93,A101,1,A123,0.142857143,A143,A152,0.333333333,A172,0,A191,A201,0
A12,0.205882353,A34,A40,0.04434907,A61,A75,0.666666667,A93,A103,0.666666667,A121,0.196428571,A141,A152,0.333333333,A173,0,A191,A201,1
A11,0.117647059,A34,A40,0.178771872,A61,A73,0.666666667,A92,A102,0.333333333,A121,0.178571429,A143,A152,0.333333333,A173,0,A191,A201,1
A13,0.470588235,A32,A43,0.232364917,A61,A75,1,A93,A101,0.333333333,A123,0.214285714,A143,A152,0,A173,0,A191,A201,0
A14,0.647058824,A34,A40,0.543468692,A63,A73,0.333333333,A93,A101,0.333333333,A124,0.446428571,A141,A153,0,A173,0,A191,A201,1
A14,0.558823529,A32,A43,0.380543634,A65,A74,0.333333333,A94,A101,1,A122,0.178571429,A143,A151,0,A173,0,A192,A201,0
A12,0.338235294,A33,A41,0.314460218,A61,A75,0,A93,A101,0.333333333,A123,0.196428571,A143,A152,0.333333333,A174,0,A192,A201,0
A14,0.205882353,A32,A43,0.048200726,A65,A72,1,A92,A101,0.333333333,A121,0.035714286,A143,A151,0,A173,0,A192,A201,0
A12,0.294117647,A32,A40,0.179487179,A62,A74,0.333333333,A93,A101,0.666666667,A123,0.339285714,A141,A152,0.333333333,A173,0,A192,A201,0
A14,0.294117647,A32,A43,0.090844063,A62,A73,1,A93,A101,1,A123,0.178571429,A143,A151,0,A174,0,A192,A201,0
A12,0.294117647,A32,A40,0.135798393,A61,A73,0.666666667,A92,A101,1,A122,0.017857143,A143,A151,0,A172,0,A192,A201,1
A12,0.073529412,A34,A43,0.049741389,A61,A75,0.333333333,A93,A101,1,A121,0.321428571,A143,A152,0.666666667,A172,0,A191,A201,0
A14,0.205882353,A32,A45,0.093155057,A61,A72,1,A92,A101,1,A121,0.071428571,A143,A152,0,A173,0,A191,A201,1
A11,0.470588235,A32,A41,0.28848905,A61,A75,0.333333333,A93,A101,1,A124,0.410714286,A143,A153,0,A173,1,A191,A201,0
A14,0.294117647,A34,A43,0.128095081,A64,A75,0.333333333,A93,A101,0.333333333,A123,0.267857143,A143,A152,0,A173,0,A191,A201,0
A13,0.161764706,A32,A46,0.00781336,A61,A72,1,A92,A101,1,A122,0.071428571,A143,A151,0,A173,0,A192,A201,0
A14,0.294117647,A34,A41,0.107131066,A65,A74,1,A93,A101,1,A123,0.428571429,A143,A152,0.333333333,A173,1,A192,A201,0
A14,0.352941176,A31,A41,0.416749202,A65,A72,0.666666667,A93,A103,1,A121,0.375,A141,A151,0.333333333,A173,1,A192,A201,0
A12,0.161764706,A33,A45,0.069439859,A64,A73,0.666666667,A94,A101,0.666666667,A122,0.75,A142,A152,0.333333333,A173,0,A191,A201,1
A11,0.117647059,A32,A43,0.026246286,A62,A72,1,A94,A101,0.666666667,A124,0.25,A143,A152,0,A172,0,A192,A201,1
A14,0.294117647,A32,A41,0.49669858,A65,A73,0.333333333,A91,A101,1,A124,0.517857143,A143,A153,0,A173,0,A192,A201,0
A14,0.205882353,A32,A40,0.086387146,A61,A73,0.333333333,A94,A101,0.333333333,A122,0.196428571,A143,A152,0,A174,0,A192,A201,0
A12,0.205882353,A34,A42,0.092329702,A61,A72,0.333333333,A93,A101,0.333333333,A121,0.214285714,A143,A152,0.333333333,A172,0,A191,A201,1
A11,0.382352941,A32,A41,0.198470342,A61,A73,1,A91,A101,1,A122,0.375,A143,A152,0,A174,0,A192,A201,0
A14,0.470588235,A32,A42,0.170518323,A61,A73,1,A92,A101,0.333333333,A123,0.160714286,A143,A152,0,A174,0,A192,A201,1
A14,0.294117647,A33,A49,0.116925278,A63,A73,1,A93,A101,0.333333333,A123,0.446428571,A143,A152,0.333333333,A173,1,A192,A201,0
