ProductID,Date,Zip,Units,Revenue,City,State,District,Country,Category,Manufacturer,IsCompete,Product,Segment
786,2/16/2015,77386,1,818.37,"Spring, TX, USA",TX,District #23,USA,Rural,Natura,N,Natura RP-74,Productivity
2056,2/16/2015,77642,1,3936.87,"Port Arthur, TX, USA",TX,District #24,USA,Urban,Currus,N,Currus UE-16,Extreme
2240,2/16/2015,13421,1,1038.87,"Oneida, NY, USA",NY,District #01,USA,Rural,Aliqui,N,Aliqui RP-37,Productivity
681,2/1/2015,76034,1,7783.65,"Colleyville, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-46,Convenience
681,2/1/2015,78101,1,7783.65,"Adkins, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-46,Convenience
770,2/1/2015,75126,1,3086.37,"Forney, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-58,Productivity
445,2/1/2015,12486,1,10092.6,"Tillson, NY, USA",NY,District #01,USA,Urban,VanArsdel,Y,Maximus UM-50,Moderation
604,2/1/2015,75080,1,5540.85,"Richardson, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-69,Convenience
604,2/1/2015,76036,1,5540.85,"Crowley, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-69,Convenience
604,2/1/2015,77363,1,5540.85,"Plantersville, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-69,Convenience
681,2/1/2015,78245,1,7783.65,"San Antonio, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-46,Convenience
1974,2/2/2015,12307,1,660.87,"Schenectady, NY, USA",NY,District #01,USA,Rural,Currus,N,Currus RP-49,Productivity
2074,2/2/2015,12901,1,3968.37,"Plattsburgh, NY, USA",NY,District #01,USA,Urban,Currus,N,Currus UC-09,Convenience
2074,2/2/2015,13090,1,3968.37,"Liverpool, NY, USA",NY,District #01,USA,Urban,Currus,N,Currus UC-09,Convenience
2235,2/2/2015,12508,1,786.87,"Beacon, NY, USA",NY,District #01,USA,Rural,Aliqui,N,Aliqui RP-32,Productivity
770,2/2/2015,76140,1,3086.37,"Fort Worth, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-58,Productivity
2235,2/2/2015,77498,1,786.87,"Sugar Land, TX, USA",TX,District #23,USA,Rural,Aliqui,N,Aliqui RP-32,Productivity
573,2/1/2015,13166,1,3367.35,"Weedsport, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-38,Convenience
574,2/1/2015,76708,1,10076.85,"Waco, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-39,Convenience
606,2/1/2015,75088,1,3776.85,"Rowlett, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-71,Convenience
606,2/1/2015,77510,1,3776.85,"Santa Fe, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-71,Convenience
609,2/1/2015,76051,1,9626.4,"Grapevine, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
658,1/1/2015,12225,2,21775.95,"Albany, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-23,Convenience
676,1/1/2015,13760,1,9698.85,"Endicott, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-41,Convenience
676,1/1/2015,75692,1,9698.85,"Waskom, TX, USA",TX,District #24,USA,Urban,VanArsdel,N,Maximus UC-41,Convenience
757,1/3/2015,76084,1,1007.37,"Venus, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-45,Productivity
726,1/3/2015,75455,1,1385.37,"Mount Pleasant, TX, USA",TX,District #25,USA,Rural,Natura,N,Natura RP-14,Productivity
757,1/3/2015,11795,2,2014.74,"West Islip, NY, USA",NY,District #03,USA,Rural,Natura,N,Natura RP-45,Productivity
757,1/3/2015,79423,1,1007.37,"Lubbock, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-45,Productivity
725,1/3/2015,75455,1,1385.37,"Mount Pleasant, TX, USA",TX,District #25,USA,Rural,Natura,N,Natura RP-13,Productivity
757,1/3/2015,11803,1,1007.37,"Plainview, NY, USA",NY,District #03,USA,Rural,Natura,N,Natura RP-45,Productivity
758,1/3/2015,11795,2,2014.74,"West Islip, NY, USA",NY,District #03,USA,Rural,Natura,N,Natura RP-46,Productivity
757,1/3/2015,75601,1,1007.37,"Longview, TX, USA",TX,District #24,USA,Rural,Natura,N,Natura RP-45,Productivity
758,1/3/2015,11803,1,1007.37,"Plainview, NY, USA",NY,District #03,USA,Rural,Natura,N,Natura RP-46,Productivity
758,1/3/2015,76084,1,1007.37,"Venus, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-46,Productivity
758,1/3/2015,75601,1,1007.37,"Longview, TX, USA",TX,District #24,USA,Rural,Natura,N,Natura RP-46,Productivity
758,1/3/2015,79423,1,1007.37,"Lubbock, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-46,Productivity
1191,1/4/2015,75601,1,3149.37,"Longview, TX, USA",TX,District #24,USA,Urban,Pirum,N,Pirum UE-27,Extreme
2128,1/4/2015,76574,1,4850.37,"Taylor, TX, USA",TX,District #23,USA,Urban,Victoria,Y,Victoria UR-04,Regular
2112,2/7/2015,75023,1,6611.85,"Plano, TX, USA",TX,District #22,USA,Urban,Victoria,Y,Victoria UM-03,Moderation
2094,2/8/2015,11767,1,5228.37,"Nesconset, NY, USA",NY,District #03,USA,Urban,Currus,N,Currus UC-29,Convenience
2211,2/8/2015,76082,1,1290.87,"Springtown, TX, USA",TX,District #22,USA,Rural,Aliqui,N,Aliqui RP-08,Productivity
910,2/8/2015,75217,1,4976.37,"Dallas, TX, USA",TX,District #22,USA,Urban,Natura,N,Natura UE-19,Extreme
758,2/9/2015,77449,1,1007.37,"Katy, TX, USA",TX,District #23,USA,Rural,Natura,N,Natura RP-46,Productivity
1108,2/9/2015,14855,1,1920.87,"Jasper, NY, USA",NY,District #06,USA,Rural,Pirum,N,Pirum RP-54,Productivity
910,2/9/2015,11432,1,4976.37,"Jamaica, NY, USA",NY,District #03,USA,Urban,Natura,N,Natura UE-19,Extreme
1008,2/9/2015,13748,1,2834.37,"Conklin, NY, USA",NY,District #01,USA,Youth,Natura,N,Natura YY-09,Youth
757,2/9/2015,77449,1,1007.37,"Katy, TX, USA",TX,District #23,USA,Rural,Natura,N,Natura RP-45,Productivity
2128,2/10/2015,77904,1,4784.85,"Victoria, TX, USA",TX,District #23,USA,Urban,Victoria,Y,Victoria UR-04,Regular
757,2/10/2015,77836,1,1007.37,"Caldwell, TX, USA",TX,District #23,USA,Rural,Natura,N,Natura RP-45,Productivity
740,2/10/2015,78727,2,4156.74,"Austin, TX, USA",TX,District #23,USA,Rural,Natura,N,Natura RP-28,Productivity
992,2/10/2015,77845,1,3338.37,"College Station, TX, USA",TX,District #23,USA,Urban,Natura,N,Natura UC-55,Convenience
609,2/1/2015,13642,1,9346.05,"Gouverneur, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,75110,1,9626.4,"Corsicana, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
676,2/1/2015,14559,1,9698.85,"Spencerport, NY, USA",NY,District #06,USA,Urban,VanArsdel,N,Maximus UC-41,Convenience
676,2/1/2015,76262,1,9698.85,"Roanoke, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-41,Convenience
475,2/1/2015,76058,1,11736.9,"Joshua, TX, USA",TX,District #22,USA,Urban,VanArsdel,Y,Maximus UM-80,Moderation
475,2/1/2015,77356,1,11736.9,"Montgomery, TX, USA",TX,District #23,USA,Urban,VanArsdel,Y,Maximus UM-80,Moderation
573,2/1/2015,78201,1,3367.35,"San Antonio, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-38,Convenience
574,2/1/2015,13037,1,10076.85,"Chittenango, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-39,Convenience
574,2/1/2015,13324,1,10076.85,"Cold Brook, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-39,Convenience
574,2/1/2015,13440,1,10076.85,"Rome, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-39,Convenience
574,2/1/2015,14468,1,10076.85,"Hilton, NY, USA",NY,District #06,USA,Urban,VanArsdel,N,Maximus UC-39,Convenience
606,2/1/2015,14559,1,3776.85,"Spencerport, NY, USA",NY,District #06,USA,Urban,VanArsdel,N,Maximus UC-71,Convenience
609,2/1/2015,10305,1,9626.4,"Staten Island, NY, USA",NY,District #03,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,11693,1,9626.4,"Far Rockaway, NY, USA",NY,District #03,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,11735,1,9626.4,"Farmingdale, NY, USA",NY,District #03,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,14526,1,9626.4,"Penfield, NY, USA",NY,District #06,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
475,2/1/2015,75028,1,11736.9,"Flower Mound, TX, USA",TX,District #22,USA,Urban,VanArsdel,Y,Maximus UM-80,Moderation
559,2/1/2015,12589,1,7084.35,"Wallkill, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-24,Convenience
559,2/1/2015,76107,1,7084.35,"Fort Worth, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-24,Convenience
573,2/1/2015,75214,1,3367.35,"Dallas, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-38,Convenience
574,2/1/2015,75028,1,10076.85,"Flower Mound, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-39,Convenience
574,2/1/2015,75032,1,10076.85,"Rockwall, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-39,Convenience
574,2/1/2015,75503,1,10076.85,"Texarkana, TX, USA",TX,District #25,USA,Urban,VanArsdel,N,Maximus UC-39,Convenience
574,2/1/2015,77802,1,10076.85,"Bryan, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-39,Convenience
574,2/1/2015,79907,1,10076.85,"El Paso, TX, USA",TX,District #39,USA,Urban,VanArsdel,N,Maximus UC-39,Convenience
606,2/1/2015,79720,1,3776.85,"Big Spring, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-71,Convenience
609,2/1/2015,11784,1,9626.4,"Selden, NY, USA",NY,District #03,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,14621,1,9626.4,"Rochester, NY, USA",NY,District #06,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,76016,1,9626.4,"Arlington, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,79008,1,9626.4,"Borger, TX, USA",TX,District #21,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,79106,1,9626.4,"Amarillo, TX, USA",TX,District #21,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
658,2/1/2015,76705,1,10943.1,"Waco, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-23,Convenience
676,2/1/2015,12010,2,19322.1,"Amsterdam, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-41,Convenience
676,2/1/2015,75238,1,9698.85,"Dallas, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-41,Convenience
1075,2/1/2015,76017,1,3054.87,"Arlington, TX, USA",TX,District #22,USA,Rural,Pirum,N,Pirum RP-21,Productivity
475,2/1/2015,78023,1,11736.9,"Helotes, TX, USA",TX,District #23,USA,Urban,VanArsdel,Y,Maximus UM-80,Moderation
475,2/1/2015,78725,1,11736.9,"Austin, TX, USA",TX,District #23,USA,Urban,VanArsdel,Y,Maximus UM-80,Moderation
475,2/1/2015,79912,1,11736.9,"El Paso, TX, USA",TX,District #39,USA,Urban,VanArsdel,Y,Maximus UM-80,Moderation
559,2/1/2015,78217,1,7084.35,"San Antonio, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-24,Convenience
573,2/1/2015,13162,1,3367.35,"Verona Beach, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-38,Convenience
574,2/1/2015,75244,1,10076.85,"Dallas, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-39,Convenience
574,2/1/2015,77474,1,10076.85,"Sealy, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-39,Convenience
606,2/1/2015,75252,1,3776.85,"Dallas, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-71,Convenience
609,2/1/2015,13027,1,9626.4,"Baldwinsville, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,13039,1,9626.4,"Cicero, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,75252,1,9626.4,"Dallas, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,78418,1,9626.4,"Corpus Christi, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,78501,1,9626.4,"Mcallen, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,79761,1,9626.4,"Odessa, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
676,2/1/2015,75662,1,9698.85,"Kilgore, TX, USA",TX,District #24,USA,Urban,VanArsdel,N,Maximus UC-41,Convenience
676,2/1/2015,79106,1,9698.85,"Amarillo, TX, USA",TX,District #21,USA,Urban,VanArsdel,N,Maximus UC-41,Convenience
676,2/1/2015,79720,1,9698.85,"Big Spring, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-41,Convenience
758,1/3/2015,79401,1,1007.37,"Lubbock, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-46,Productivity
726,1/3/2015,11784,1,1385.37,"Selden, NY, USA",NY,District #03,USA,Rural,Natura,N,Natura RP-14,Productivity
740,1/3/2015,79401,1,2078.37,"Lubbock, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-28,Productivity
757,1/3/2015,79401,1,1007.37,"Lubbock, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-45,Productivity
992,1/4/2015,75404,1,3338.37,"Greenville, TX, USA",TX,District #22,USA,Urban,Natura,N,Natura UC-55,Convenience
1075,1/4/2015,14228,1,3054.87,"Buffalo, NY, USA",NY,District #06,USA,Rural,Pirum,N,Pirum RP-21,Productivity
757,1/4/2015,75189,1,1007.37,"Royse City, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-45,Productivity
2112,2/7/2015,75082,1,6740.37,"Richardson, TX, USA",TX,District #22,USA,Urban,Victoria,Y,Victoria UM-03,Moderation
726,2/7/2015,78259,1,1385.37,"San Antonio, TX, USA",TX,District #23,USA,Rural,Natura,N,Natura RP-14,Productivity
992,2/8/2015,77015,1,3338.37,"Houston, TX, USA",TX,District #23,USA,Urban,Natura,N,Natura UC-55,Convenience
2128,2/8/2015,75025,1,4850.37,"Plano, TX, USA",TX,District #22,USA,Urban,Victoria,Y,Victoria UR-04,Regular
1426,2/8/2015,12575,1,3432.24,"Rock Tavern, NY, USA",NY,District #01,USA,Rural,Quibus,N,Quibus RP-18,Productivity
1425,2/8/2015,12575,1,3432.24,"Rock Tavern, NY, USA",NY,District #01,USA,Rural,Quibus,N,Quibus RP-17,Productivity
992,2/8/2015,76015,1,3338.37,"Arlington, TX, USA",TX,District #22,USA,Urban,Natura,N,Natura UC-55,Convenience
2094,2/8/2015,78389,1,5196.87,"Skidmore, TX, USA",TX,District #23,USA,Urban,Currus,N,Currus UC-29,Convenience
740,2/9/2015,75662,1,2078.37,"Kilgore, TX, USA",TX,District #24,USA,Rural,Natura,N,Natura RP-28,Productivity
743,2/10/2015,77015,1,3243.87,"Houston, TX, USA",TX,District #23,USA,Rural,Natura,N,Natura RP-31,Productivity
1425,2/10/2015,79416,1,3432.24,"Lubbock, TX, USA",TX,District #22,USA,Rural,Quibus,N,Quibus RP-17,Productivity
1961,2/10/2015,78214,1,1183.77,"San Antonio, TX, USA",TX,District #23,USA,Rural,Currus,N,Currus RP-36,Productivity
1061,2/10/2015,76426,1,1700.37,"Bridgeport, TX, USA",TX,District #22,USA,Rural,Pirum,N,Pirum RP-07,Productivity
1426,2/10/2015,79416,1,3432.24,"Lubbock, TX, USA",TX,District #22,USA,Rural,Quibus,N,Quibus RP-18,Productivity
676,2/1/2015,79765,1,9698.85,"Odessa, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-41,Convenience
2112,2/1/2015,77380,1,6740.37,"Spring, TX, USA",TX,District #23,USA,Urban,Victoria,Y,Victoria UM-03,Moderation
475,2/1/2015,75938,1,11736.9,"Colmesneil, TX, USA",TX,District #24,USA,Urban,VanArsdel,Y,Maximus UM-80,Moderation
475,2/1/2015,79720,1,11736.9,"Big Spring, TX, USA",TX,District #22,USA,Urban,VanArsdel,Y,Maximus UM-80,Moderation
559,2/1/2015,14643,1,7084.35,"Rochester, NY, USA",NY,District #06,USA,Urban,VanArsdel,N,Maximus UC-24,Convenience
573,2/1/2015,79108,1,3367.35,"Amarillo, TX, USA",TX,District #21,USA,Urban,VanArsdel,N,Maximus UC-38,Convenience
573,2/1/2015,79912,1,3367.35,"El Paso, TX, USA",TX,District #39,USA,Urban,VanArsdel,N,Maximus UC-38,Convenience
574,2/1/2015,13045,1,10076.85,"Cortland, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-39,Convenience
574,2/1/2015,13220,1,10076.85,"Syracuse, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-39,Convenience
609,2/1/2015,10567,1,9626.4,"Cortlandt Manor, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,12483,1,9626.4,"Spring Glen, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,14568,1,9626.4,"Walworth, NY, USA",NY,District #06,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,78401,1,9626.4,"Corpus Christi, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,79415,1,9626.4,"Lubbock, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
658,2/1/2015,11718,1,10943.1,"Brightwaters, NY, USA",NY,District #03,USA,Urban,VanArsdel,N,Maximus UC-23,Convenience
658,2/1/2015,78006,1,10943.1,"Boerne, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-23,Convenience
658,2/1/2015,79109,1,10943.1,"Amarillo, TX, USA",TX,District #21,USA,Urban,VanArsdel,N,Maximus UC-23,Convenience
676,2/1/2015,78741,1,9698.85,"Austin, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-41,Convenience
475,2/1/2015,78216,1,11736.9,"San Antonio, TX, USA",TX,District #23,USA,Urban,VanArsdel,Y,Maximus UM-80,Moderation
475,2/1/2015,79701,1,11642.4,"Midland, TX, USA",TX,District #22,USA,Urban,VanArsdel,Y,Maximus UM-80,Moderation
559,2/1/2015,78216,1,7084.35,"San Antonio, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-24,Convenience
573,2/1/2015,14051,1,3367.35,"East Amherst, NY, USA",NY,District #06,USA,Urban,VanArsdel,N,Maximus UC-38,Convenience
573,2/1/2015,14903,1,3367.35,"Elmira, NY, USA",NY,District #06,USA,Urban,VanArsdel,N,Maximus UC-38,Convenience
573,2/1/2015,76086,1,3367.35,"Weatherford, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-38,Convenience
606,2/1/2015,79602,1,3776.85,"Abilene, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-71,Convenience
609,2/1/2015,10604,1,9626.4,"West Harrison, NY, USA",NY,District #03,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,12533,1,9626.4,"Hopewell Junction, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
658,2/1/2015,11762,1,10943.1,"Massapequa Park, NY, USA",NY,District #03,USA,Urban,VanArsdel,N,Maximus UC-23,Convenience
676,2/1/2015,77020,1,9698.85,"Houston, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-41,Convenience
676,2/1/2015,78746,1,9698.85,"Austin, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-41,Convenience
1075,2/1/2015,14086,1,3054.87,"Lancaster, NY, USA",NY,District #06,USA,Rural,Pirum,N,Pirum RP-21,Productivity
1076,2/1/2015,76017,1,3054.87,"Arlington, TX, USA",TX,District #22,USA,Rural,Pirum,N,Pirum RP-22,Productivity
910,2/2/2015,75703,1,4976.37,"Tyler, TX, USA",TX,District #24,USA,Urban,Natura,N,Natura UE-19,Extreme
1930,2/2/2015,76013,1,3401.37,"Arlington, TX, USA",TX,District #22,USA,Rural,Currus,N,Currus RP-05,Productivity
1478,2/3/2015,76008,1,3810.24,"Aledo, TX, USA",TX,District #22,USA,Rural,Quibus,N,Quibus RP-70,Productivity
2380,2/3/2015,76643,1,3590.37,"Hewitt, TX, USA",TX,District #23,USA,Urban,Aliqui,N,Aliqui UC-28,Convenience
1076,2/3/2015,77471,1,3054.87,"Rosenberg, TX, USA",TX,District #23,USA,Rural,Pirum,N,Pirum RP-22,Productivity
1075,2/3/2015,77471,1,3054.87,"Rosenberg, TX, USA",TX,District #23,USA,Rural,Pirum,N,Pirum RP-21,Productivity
1477,2/3/2015,76008,1,3810.24,"Aledo, TX, USA",TX,District #22,USA,Rural,Quibus,N,Quibus RP-69,Productivity
1061,2/3/2015,76439,1,1700.37,"Dennis, TX, USA",TX,District #22,USA,Rural,Pirum,N,Pirum RP-07,Productivity
2112,2/3/2015,75765,1,6740.37,"Hawkins, TX, USA",TX,District #24,USA,Urban,Victoria,Y,Victoria UM-03,Moderation
725,2/7/2015,78259,1,1385.37,"San Antonio, TX, USA",TX,District #23,USA,Rural,Natura,N,Natura RP-13,Productivity
574,2/1/2015,77345,1,10076.85,"Kingwood, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-39,Convenience
609,2/1/2015,77345,1,9626.4,"Kingwood, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
658,2/1/2015,79356,1,10943.1,"Post, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-23,Convenience
676,2/1/2015,76706,1,9698.85,"Waco, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-41,Convenience
559,2/1/2015,77562,1,7084.35,"Highlands, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-24,Convenience
574,2/1/2015,75063,1,10076.85,"Irving, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-39,Convenience
606,2/1/2015,77358,1,3776.85,"New Waverly, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-71,Convenience
609,2/1/2015,12020,1,9626.4,"Ballston Spa, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,12304,1,9194.85,"Schenectady, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,12484,1,9626.4,"Stone Ridge, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
609,2/1/2015,13477,1,9626.4,"Vernon Center, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-74,Convenience
676,2/1/2015,78759,1,9698.85,"Austin, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-41,Convenience
475,2/1/2015,12086,1,11736.9,"Hagaman, NY, USA",NY,District #01,USA,Urban,VanArsdel,Y,Maximus UM-80,Moderation
475,2/1/2015,14091,1,11736.9,"Lawtons, NY, USA",NY,District #06,USA,Urban,VanArsdel,Y,Maximus UM-80,Moderation
475,2/1/2015,14094,1,11736.9,"Lockport, NY, USA",NY,District #06,USA,Urban,VanArsdel,Y,Maximus UM-80,Moderation
475,2/1/2015,76715,1,11736.9,"Waco, TX, USA",TX,District #23,USA,Urban,VanArsdel,Y,Maximus UM-80,Moderation
559,2/1/2015,14755,1,7084.35,"Little Valley, NY, USA",NY,District #06,USA,Urban,VanArsdel,N,Maximus UC-24,Convenience
573,2/1/2015,79416,1,3367.35,"Lubbock, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-38,Convenience
1435,1/3/2015,78041,1,3778.74,"Laredo, TX, USA",TX,District #23,USA,Rural,Quibus,N,Quibus RP-27,Productivity
785,1/3/2015,11714,1,818.37,"Bethpage, NY, USA",NY,District #03,USA,Rural,Natura,N,Natura RP-73,Productivity
852,1/3/2015,77077,1,8945.37,"Houston, TX, USA",TX,District #23,USA,Urban,Natura,Y,Natura UM-36,Moderation
1517,1/3/2015,78729,1,1699.74,"Austin, TX, USA",TX,District #23,USA,Rural,Quibus,N,Quibus RP-09,Productivity
2204,1/3/2015,76513,1,1889.37,"Belton, TX, USA",TX,District #23,USA,Rural,Aliqui,N,Aliqui RP-01,Productivity
2373,1/3/2015,12508,1,6677.37,"Beacon, NY, USA",NY,District #01,USA,Urban,Aliqui,N,Aliqui UC-21,Convenience
785,1/3/2015,11768,1,818.37,"Northport, NY, USA",NY,District #03,USA,Rural,Natura,N,Natura RP-73,Productivity
785,1/3/2015,77373,1,818.37,"Spring, TX, USA",TX,District #23,USA,Rural,Natura,N,Natura RP-73,Productivity
1518,1/3/2015,78729,1,1699.74,"Austin, TX, USA",TX,District #23,USA,Rural,Quibus,N,Quibus RP-10,Productivity
2205,1/3/2015,76513,1,1889.37,"Belton, TX, USA",TX,District #23,USA,Rural,Aliqui,N,Aliqui RP-02,Productivity
785,1/3/2015,11743,1,818.37,"Huntington, NY, USA",NY,District #03,USA,Rural,Natura,N,Natura RP-73,Productivity
1436,1/3/2015,78041,1,3778.74,"Laredo, TX, USA",TX,District #23,USA,Rural,Quibus,N,Quibus RP-28,Productivity
768,1/4/2015,75231,1,1259.37,"Dallas, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-56,Productivity
1435,1/4/2015,79764,1,3778.74,"Odessa, TX, USA",TX,District #22,USA,Rural,Quibus,N,Quibus RP-27,Productivity
1484,1/4/2015,79412,1,912.24,"Lubbock, TX, USA",TX,District #22,USA,Rural,Quibus,N,Quibus RP-76,Productivity
2254,2/7/2015,79714,1,692.37,"Andrews, TX, USA",TX,District #22,USA,Rural,Aliqui,N,Aliqui RP-51,Productivity
2270,2/7/2015,76034,1,3716.37,"Colleyville, TX, USA",TX,District #22,USA,Rural,Aliqui,N,Aliqui RS-03,Select
2204,2/8/2015,76244,1,1889.37,"Keller, TX, USA",TX,District #22,USA,Rural,Aliqui,N,Aliqui RP-01,Productivity
2055,2/8/2015,11727,1,6803.37,"Coram, NY, USA",NY,District #03,USA,Urban,Currus,N,Currus UE-15,Extreme
2270,2/8/2015,76108,1,3716.37,"Fort Worth, TX, USA",TX,District #22,USA,Rural,Aliqui,N,Aliqui RS-03,Select
2270,2/8/2015,76248,1,3716.37,"Keller, TX, USA",TX,District #22,USA,Rural,Aliqui,N,Aliqui RS-03,Select
